000001	XEROX CORPORATION 
000314	Teleware Network Systems 
000315	Cidco Incorporated 
000316	Nobell Communications, Inc. 
000317	Merlin Systems, Inc. 
000318	Cyras Systems, Inc. 
000319	Infineon AG 
00031A	Beijing Broad Telecom Ltd., China 
00031B	Cellvision Systems, Inc. 
00031C	Svenska Hardvarufabriken AB 
00031D	Taiwan Commate Computer, Inc. 
00031E	Optranet, Inc. 
00031F	Condev Ltd. 
000320	Xpeed, Inc. 
000321	Reco Research Co., Ltd. 
000322	IDIS Co., Ltd. 
000323	Cornet Technology, Inc. 
000324	SANYO Consumer Electronics Co., Ltd. 
000325	Arima Computer Corp. 
000326	Iwasaki Information Systems Co., Ltd. 
000327	ACTL 
000328	Mace Group, Inc. 
000329	F3, Inc. 
00032A	UniData Communication Systems, Inc. 
00032B	GAI Datenfunksysteme GmbH 
00032C	ABB Switzerland Ltd 
00032D	IBASE Technology, Inc. 
00032E	Scope Information Management, Ltd. 
00032F	Global Sun Technology, Inc. 
000330	Imagenics, Co., Ltd. 
000331	Cisco Systems, Inc 
000332	Cisco Systems, Inc 
000333	Digitel Co., Ltd. 
000334	Newport Electronics 
000335	Mirae Technology 
000336	Zetes Technologies 
000337	Vaone, Inc. 
000338	Oak Technology 
000339	Eurologic Systems, Ltd. 
00033A	Silicon Wave, Inc. 
00033B	TAMI Tech Co., Ltd. 
00033C	Daiden Co., Ltd. 
00033D	ILSHin Lab 
00033E	Tateyama System Laboratory Co., Ltd. 
00033F	BigBand Networks, Ltd. 
000340	Floware Wireless Systems, Ltd. 
000341	Axon Digital Design 
000342	Nortel Networks 
000343	Martin Professional AS 
000344	Tietech.Co., Ltd. 
000345	Routrek Networks Corporation 
000346	Hitachi Kokusai Electric, Inc. 
000347	Intel Corporation 
000348	Norscan Instruments, Ltd. 
000349	Vidicode Datacommunicatie B.V. 
00034A	RIAS Corporation 
00034B	Nortel Networks 
00034C	Shanghai DigiVision Technology Co., Ltd. 
00034D	Chiaro Networks, Ltd. 
00034E	Pos Data Company, Ltd. 
00034F	Sur-Gard Security 
000350	BTICINO SPA 
000351	Diebold, Inc. 
000352	Colubris Networks 
000353	Mitac, Inc. 
000354	Fiber Logic Communications 
000355	TeraBeam Internet Systems 
000356	Wincor Nixdorf International GmbH 
000357	Intervoice-Brite, Inc. 
000358	Hanyang Digitech Co., Ltd. 
000359	DigitalSis 
00035A	Photron Limited 
00035B	BridgeWave Communications 
00035C	Saint Song Corp. 
00035D	Bosung Hi-Net Co., Ltd. 
00035E	Metropolitan Area Networks, Inc. 
00035F	Prüftechnik Condition Monitoring GmbH  Co. KG 
000360	PAC Interactive Technology, Inc. 
000361	Widcomm, Inc. 
000362	Vodtel Communications, Inc. 
000363	Miraesys Co., Ltd. 
000364	Scenix Semiconductor, Inc. 
000365	Kira Information  Communications, Ltd. 
000366	ASM Pacific Technology 
000367	Jasmine Networks, Inc. 
000368	Embedone Co., Ltd. 
000369	Nippon Antenna Co., Ltd. 
00036A	Mainnet, Ltd. 
00036B	Cisco Systems, Inc 
00036C	Cisco Systems, Inc 
00036D	Runtop, Inc. 
00036E	Nicon Systems (Pty) Limited 
00036F	Telsey SPA 
000370	NXTV, Inc. 
000371	Acomz Networks Corp. 
000372	ULAN 
000373	Aselsan A.S 
000374	Control Microsystems 
000375	NetMedia, Inc. 
000376	Graphtec Technology, Inc. 
000377	Gigabit Wireless 
000378	HUMAX Co., Ltd. 
000379	Proscend Communications, Inc. 
00037A	Taiyo Yuden Co., Ltd. 
00037B	IDEC IZUMI Corporation 
00037C	Coax Media 
00037D	Stellcom 
00037E	PORTech Communications, Inc. 
00037F	Atheros Communications, Inc. 
000380	SSH Communications Security Corp. 
000381	Ingenico International 
000382	A-One Co., Ltd. 
000383	Metera Networks, Inc. 
000384	AETA 
000385	Actelis Networks, Inc. 
000386	Ho Net, Inc. 
000387	Blaze Network Products 
000388	Fastfame Technology Co., Ltd. 
000389	PLANTRONICS, INC. 
00038A	America Online, Inc. 
00038B	PLUS-ONE IT, Inc. 
00038C	Total Impact 
00038D	PCS Revenue Control Systems, Inc. 
00038E	Atoga Systems, Inc. 
00038F	Weinschel Corporation 
000390	Digital Video Communications, Inc. 
000391	Advanced Digital Broadcast, Ltd. 
000392	Hyundai Teletek Co., Ltd. 
000393	Apple, Inc. 
000394	Connect One 
000395	California Amplifier 
000396	EZ Cast Co., Ltd. 
000397	Watchfront Limited 
000398	WISI 
000399	Dongju Informations  Communications Co., Ltd. 
00039A	SiConnect 
00039B	NetChip Technology, Inc. 
00039C	OptiMight Communications, Inc. 
00039D	Qisda Corporation 
00039E	Tera System Co., Ltd. 
00039F	Cisco Systems, Inc 
0003A0	Cisco Systems, Inc 
0003A1	HIPER Information  Communication, Inc. 
0003A2	Catapult Communications 
0003A3	MAVIX, Ltd. 
0003A4	Imation Corp. 
0003A5	Medea Corporation 
0003A6	Traxit Technology, Inc. 
0003A7	Unixtar Technology, Inc. 
0003A8	IDOT Computers, Inc. 
0003A9	AXCENT Media AG 
0003AA	Watlow 
0003AB	Bridge Information Systems 
0003AC	Fronius Schweissmaschinen 
0003AD	Emerson Energy Systems AB 
0003AE	Allied Advanced Manufacturing Pte, Ltd. 
0003AF	Paragea Communications 
0003B0	Xsense Technology Corp. 
0003B1	Hospira Inc. 
0003B2	Radware 
0003B3	IA Link Systems Co., Ltd. 
0003B4	Macrotek International Corp. 
0003B5	Entra Technology Co. 
0003B6	QSI Corporation 
0003B7	ZACCESS Systems 
0003B8	NetKit Solutions, LLC 
0003B9	Hualong Telecom Co., Ltd. 
0003BA	Oracle Corporation 
0003BB	Signal Communications Limited 
0003BC	COT GmbH 
0003BD	OmniCluster Technologies, Inc. 
0003BE	Netility 
0003BF	Centerpoint Broadband Technologies, Inc. 
0003C0	RFTNC Co., Ltd. 
0003C1	Packet Dynamics Ltd 
0003C2	Solphone K.K. 
0003C3	Micronik Multimedia 
0003C4	Tomra Systems ASA 
0003C5	Mobotix AG 
0003C6	ICUE Systems, Inc. 
0003C7	hopf Elektronik GmbH 
0003C8	CML Emergency Services 
0003C9	TECOM Co., Ltd. 
0003CA	MTS Systems Corp. 
0003CB	Nippon Systems Development Co., Ltd. 
0003CC	Momentum Computer, Inc. 
0003CD	Clovertech, Inc. 
0003CE	ETEN Technologies, Inc. 
0003CF	Muxcom, Inc. 
0003D0	KOANKEISO Co., Ltd. 
0003D1	Takaya Corporation 
0003D2	Crossbeam Systems, Inc. 
0003D3	Internet Energy Systems, Inc. 
0003D4	Alloptic, Inc. 
0003D5	Advanced Communications Co., Ltd. 
0003D6	RADVision, Ltd. 
0003D7	NextNet Wireless, Inc. 
0003D8	iMPath Networks, Inc. 
0003D9	Secheron SA 
0003DA	Takamisawa Cybernetics Co., Ltd. 
0003DB	Apogee Electronics Corp. 
0003DC	Lexar Media, Inc. 
0003DD	Comark Interactive Solutions 
0003DE	OTC Wireless 
0003DF	Desana Systems 
0003E0	ARRIS Group, Inc. 
0003E1	Winmate Communication, Inc. 
0003E2	Comspace Corporation 
0003E3	Cisco Systems, Inc 
0003E4	Cisco Systems, Inc 
0003E5	Hermstedt SG 
0003E6	Entone, Inc. 
0003E7	Logostek Co. Ltd. 
0003E8	Wavelength Digital Limited 
0003E9	Akara Canada, Inc. 
0003EA	Mega System Technologies, Inc. 
0003EB	Atrica 
0003EC	ICG Research, Inc. 
0003ED	Shinkawa Electric Co., Ltd. 
0003EE	MKNet Corporation 
0003EF	Oneline AG 
0003F0	Redfern Broadband Networks 
0003F1	Cicada Semiconductor, Inc. 
0003F2	Seneca Networks 
0003F3	Dazzle Multimedia, Inc. 
0003F4	NetBurner 
0003F5	Chip2Chip 
0003F6	Allegro Networks, Inc. 
0003F7	Plast-Control GmbH 
0003F8	SanCastle Technologies, Inc. 
0003F9	Pleiades Communications, Inc. 
0003FA	TiMetra Networks 
0003FB	ENEGATE Co.,Ltd. 
0003FC	Intertex Data AB 
0003FD	Cisco Systems, Inc 
0003FE	Cisco Systems, Inc 
0003FF	Microsoft Corporation 
000400	LEXMARK INTERNATIONAL, INC. 
000401	Osaki Electric Co., Ltd. 
000402	Nexsan Technologies, Ltd. 
000403	Nexsi Corporation 
000404	Makino Milling Machine Co., Ltd. 
000405	ACN Technologies 
000406	Fa. Metabox AG 
000407	Topcon Positioning Systems, Inc. 
000408	Sanko Electronics Co., Ltd. 
000409	Cratos Networks 
00040A	Sage Systems 
00040B	3COM EUROPE LTD. 
00040C	Kanno Works, Ltd. 
00040D	Avaya Inc 
00040E	AVM GmbH 
00040F	Asus Network Technologies, Inc. 
000410	Spinnaker Networks, Inc. 
000411	Inkra Networks, Inc. 
000412	WaveSmith Networks, Inc. 
000413	SNOM Technology AG 
000414	Umezawa Musen Denki Co., Ltd. 
000415	Rasteme Systems Co., Ltd. 
000416	Parks SA Comunicacoes Digitais 
000417	ELAU AG 
000418	Teltronic S.A.U. 
000419	Fibercycle Networks, Inc. 
00041A	Ines Test and Measurement GmbH  CoKG 
00041B	Bridgeworks Ltd. 
00041C	ipDialog, Inc. 
00041D	Corega of America 
00041E	Shikoku Instrumentation Co., Ltd. 
00041F	Sony Computer Entertainment Inc. 
000420	Slim Devices, Inc. 
000421	Ocular Networks 
000422	Gordon Kapes, Inc. 
000423	Intel Corporation 
000424	TMC s.r.l. 
000425	Atmel Corporation 
000426	Autosys 
000427	Cisco Systems, Inc 
000428	Cisco Systems, Inc 
000429	Pixord Corporation 
00042A	Wireless Networks, Inc. 
00042B	IT Access Co., Ltd. 
00042C	Minet, Inc. 
00042D	Sarian Systems, Ltd. 
00042E	Netous Technologies, Ltd. 
00042F	International Communications Products, Inc. 
000430	Netgem 
000431	GlobalStreams, Inc. 
000432	Voyetra Turtle Beach, Inc. 
000433	Cyberboard AS 
000434	Accelent Systems, Inc. 
000435	Comptek International, Inc. 
000436	ELANsat Technologies, Inc. 
000437	Powin Information Technology, Inc. 
000438	Nortel Networks 
000439	Rosco Entertainment Technology, Inc. 
00043A	Intelligent Telecommunications, Inc. 
00043B	Lava Computer Mfg., Inc. 
00043C	SONOS Co., Ltd. 
00043D	INDEL AG 
00043E	Telencomm 
00043F	ESTeem Wireless Modems, Inc 
000440	cyberPIXIE, Inc. 
000441	Half Dome Systems, Inc. 
000442	NACT 
000443	Agilent Technologies, Inc. 
000444	Western Multiplex Corporation 
000445	LMS Skalar Instruments GmbH 
000446	CYZENTECH Co., Ltd. 
000447	Acrowave Systems Co., Ltd. 
000448	Polaroid Corporation 
000449	Mapletree Networks 
00044A	iPolicy Networks, Inc. 
00044B	NVIDIA 
00044C	JENOPTIK 
00044D	Cisco Systems, Inc 
00044E	Cisco Systems, Inc 
00044F	Schubert System Elektronik Gmbh 
000450	DMD Computers SRL 
000451	Medrad, Inc. 
000452	RocketLogix, Inc. 
000453	YottaYotta, Inc. 
000454	Quadriga UK 
000455	ANTARA.net 
000456	Cambium Networks Limited 
000457	Universal Access Technology, Inc. 
000458	Fusion X Co., Ltd. 
000459	Veristar Corporation 
00045A	The Linksys Group, Inc. 
00045B	Techsan Electronics Co., Ltd. 
00045C	Mobiwave Pte Ltd 
00045D	BEKA Elektronik 
00045E	PolyTrax Information Technology AG 
00045F	Avalue Technology, Inc. 
000460	Knilink Technology, Inc. 
000461	EPOX Computer Co., Ltd. 
000462	DAKOS Data  Communication Co., Ltd. 
000463	Bosch Security Systems 
000464	Pulse-Link Inc 
000465	i.s.t isdn-support technik GmbH 
000466	ARMITEL Co. 
000467	Wuhan Research Institute of MII 
000468	Vivity, Inc. 
000469	Innocom, Inc. 
00046A	Navini Networks 
00046B	Palm Wireless, Inc. 
00046C	Cyber Technology Co., Ltd. 
00046D	Cisco Systems, Inc 
00046E	Cisco Systems, Inc 
00046F	Digitel SA Industria Eletronica 
000470	ipUnplugged AB 
000471	IPrad 
000472	Telelynx, Inc. 
000473	Photonex Corporation 
000474	LEGRAND 
000475	3 Com Corporation 
000476	3 Com Corporation 
000477	Scalant Systems, Inc. 
000478	G. Star Technology Corporation 
000479	Radius Co., Ltd. 
00047A	AXXESSIT ASA 
00047B	Schlumberger 
00047C	Skidata AG 
00047D	Pelco 
00047E	Siqura B.V. 
00047F	Chr. Mayr GmbH  Co. KG 
000480	Brocade Communications Systems, Inc. 
000481	Econolite Control Products, Inc. 
000482	Medialogic Corp. 
000483	Deltron Technology, Inc. 
000484	Amann GmbH 
000485	PicoLight 
000486	ITTC, University of Kansas 
000487	Cogency Semiconductor, Inc. 
000488	Eurotherm Controls 
000489	YAFO Networks, Inc. 
00048A	Temia Vertriebs GmbH 
00048B	Poscon Corporation 
00048C	Nayna Networks, Inc. 
00048D	Teo Technologies, Inc 
00048E	Ohm Tech Labs, Inc. 
00048F	TD Systems Corporation 
000490	Optical Access 
000491	Technovision, Inc. 
000492	Hive Internet, Ltd. 
000493	Tsinghua Unisplendour Co., Ltd. 
000494	Breezecom, Ltd. 
000495	Tejas Networks India Limited 
000496	Extreme Networks 
000497	MacroSystem Digital Video AG 
000498	Mahi Networks 
000499	Chino Corporation 
00049A	Cisco Systems, Inc 
00049B	Cisco Systems, Inc 
00049C	Surgient Networks, Inc. 
00049D	Ipanema Technologies 
00049E	Wirelink Co., Ltd. 
00049F	Freescale Semiconductor 
0004A0	Verity Instruments, Inc. 
0004A1	Pathway Connectivity 
0004A2	L.S.I. Japan Co., Ltd. 
0004A3	Microchip Technology, Inc. 
0004A4	NetEnabled, Inc. 
0004A5	Barco Projection Systems NV 
0004A6	SAF Tehnika Ltd. 
0004A7	FabiaTech Corporation 
0004A8	Broadmax Technologies, Inc. 
0004A9	SandStream Technologies, Inc. 
0004AA	Jetstream Communications 
0004AB	Comverse Network Systems, Inc. 
0004AC	IBM Corp 
0004AD	Malibu Networks 
0004AE	Sullair Corporation 
0004AF	Digital Fountain, Inc. 
0004B0	ELESIGN Co., Ltd. 
0004B1	Signal Technology, Inc. 
0004B2	ESSEGI SRL 
0004B3	Videotek, Inc. 
0004B4	CIAC 
0004B5	Equitrac Corporation 
0004B6	Stratex Networks, Inc. 
0004B7	AMB i.t. Holding 
0004B8	Kumahira Co., Ltd. 
0004B9	S.I. Soubou, Inc. 
0004BA	KDD Media Will Corporation 
0004BB	Bardac Corporation 
0004BC	Giantec, Inc. 
0004BD	ARRIS Group, Inc. 
0004BE	OptXCon, Inc. 
0004BF	VersaLogic Corp. 
0004C0	Cisco Systems, Inc 
0004C1	Cisco Systems, Inc 
0004C2	Magnipix, Inc. 
0004C3	CASTOR Informatique 
0004C4	Allen  Heath Limited 
0004C5	ASE Technologies, USA 
0004C6	YAMAHA MOTOR CO.,LTD 
0004C7	NetMount 
0004C8	LIBA Maschinenfabrik GmbH 
0004C9	Micro Electron Co., Ltd. 
0004CA	FreeMs Corp. 
0004CB	Tdsoft Communication, Ltd. 
0004CC	Peek Traffic B.V. 
0004CD	Extenway Solutions Inc 
0004CE	Patria Ailon 
0004CF	Seagate Technology 
0004D0	Softlink s.r.o. 
0004D1	Drew Technologies, Inc. 
0004D2	Adcon Telemetry GmbH 
0004D3	Toyokeiki Co., Ltd. 
0004D4	Proview Electronics Co., Ltd. 
0004D5	Hitachi Information  Communication Engineering, Ltd. 
0004D6	Takagi Industrial Co., Ltd. 
0004D7	Omitec Instrumentation Ltd. 
0004D8	IPWireless, Inc. 
0004D9	Titan Electronics, Inc. 
0004DA	Relax Technology, Inc. 
0004DB	Tellus Group Corp. 
0004DC	Nortel Networks 
0004DD	Cisco Systems, Inc 
0004DE	Cisco Systems, Inc 
0004DF	Teracom Telematica Ltda. 
0004E0	Procket Networks 
0004E1	Infinior Microsystems 
0004E2	SMC Networks, Inc. 
0004E3	Accton Technology Corp 
0004E4	Daeryung Ind., Inc. 
0004E5	Glonet Systems, Inc. 
0004E6	Banyan Network Private Limited 
0004E7	Lightpointe Communications, Inc 
0004E8	IER, Inc. 
0004E9	Infiniswitch Corporation 
0004EA	Hewlett Packard 
0004EB	Paxonet Communications, Inc. 
0004EC	Memobox SA 
0004ED	Billion Electric Co., Ltd. 
0004EE	Lincoln Electric Company 
0004EF	Polestar Corp. 
0004F0	International Computers, Ltd 
0004F1	WhereNet 
0004F2	Polycom 
0004F3	FS FORTH-SYSTEME GmbH 
0004F4	Infinite Electronics Inc. 
0004F5	SnowShore Networks, Inc. 
0004F6	Amphus 
0004F7	Omega Band, Inc. 
0004F8	QUALICABLE TV Industria E Com., Ltda 
0004F9	Xtera Communications, Inc. 
0004FA	NBS Technologies Inc. 
0004FB	Commtech, Inc. 
0004FC	Stratus Computer (DE), Inc. 
0004FD	Japan Control Engineering Co., Ltd. 
0004FE	Pelago Networks 
0004FF	Acronet Co., Ltd. 
000500	Cisco Systems, Inc 
000501	Cisco Systems, Inc 
000502	Apple, Inc. 
000503	ICONAG 
000504	Naray Information  Communication Enterprise 
000505	Systems Integration Solutions, Inc. 
000506	Reddo Networks AB 
000507	Fine Appliance Corp. 
000508	Inetcam, Inc. 
000509	AVOC Nishimura Ltd. 
00050A	ICS Spa 
00050B	SICOM Systems, Inc. 
00050C	Network Photonics, Inc. 
00050D	Midstream Technologies, Inc. 
00050E	3ware, Inc. 
00050F	Tanaka SS Ltd. 
000510	Infinite Shanghai Communication Terminals Ltd. 
000511	Complementary Technologies Ltd 
000512	Zebra Technologies Inc 
000513	VTLinx Multimedia Systems, Inc. 
000514	KDT Systems Co., Ltd. 
000515	Nuark Co., Ltd. 
000516	SMART Modular Technologies 
000517	Shellcomm, Inc. 
000518	Jupiters Technology 
000519	Siemens Building Technologies AG, 
00051A	3COM EUROPE LTD. 
00051B	Magic Control Technology Corporation 
00051C	Xnet Technology Corp. 
00051D	Airocon, Inc. 
00051E	Brocade Communications Systems, Inc. 
00051F	Taijin Media Co., Ltd. 
000520	Smartronix, Inc. 
000521	Control Microsystems 
000522	LEAD Corporation, Inc. 
000523	AVL List GmbH 
000524	BTL System (HK) Limited 
000525	Puretek Industrial Co., Ltd. 
000526	IPAS GmbH 
000527	SJ Tek Co. Ltd 
000528	New Focus, Inc. 
000529	Shanghai Broadan Communication Technology Co., Ltd 
00052A	Ikegami Tsushinki Co., Ltd. 
00052B	HORIBA, Ltd. 
00052C	Supreme Magic Corporation 
00052D	Zoltrix International Limited 
00052E	Cinta Networks 
00052F	Leviton Network Solutions 
000530	Andiamo Systems, Inc. 
000531	Cisco Systems, Inc 
000532	Cisco Systems, Inc 
000533	Brocade Communications Systems, Inc. 
000534	Northstar Engineering Ltd. 
000535	Chip PC Ltd. 
000536	Danam Communications, Inc. 
000537	Nets Technology Co., Ltd. 
000538	Merilus, Inc. 
000539	A Brand New World in Sweden AB 
00053A	Willowglen Services Pte Ltd 
00053B	Harbour Networks Ltd., Co. Beijing 
00053C	XIRCOM 
00053D	Agere Systems 
00053E	KID Systeme GmbH 
00053F	VisionTek, Inc. 
000540	FAST Corporation 
000541	Advanced Systems Co., Ltd. 
000542	Otari, Inc. 
000543	IQ Wireless GmbH 
000544	Valley Technologies, Inc. 
000545	Internet Photonics 
000546	KDDI Network  Solultions Inc. 
000547	Starent Networks 
000548	Disco Corporation 
000549	Salira Optical Network Systems 
00054A	Ario Data Networks, Inc. 
00054B	Eaton Automation AG 
00054C	RF Innovations Pty Ltd 
00054D	Brans Technologies, Inc. 
00054E	Philips 
00054F	Garmin International 
000550	Vcomms Connect Limited 
000551	F  S Elektronik Systeme GmbH 
000552	Xycotec Computer GmbH 
000553	DVC Company, Inc. 
000554	Rangestar Wireless 
000555	Japan Cash Machine Co., Ltd. 
000556	360 Systems 
000557	Agile TV Corporation 
000558	Synchronous, Inc. 
000559	Intracom S.A. 
00055A	Power Dsine Ltd. 
00055B	Charles Industries, Ltd. 
00055C	Kowa Company, Ltd. 
00055D	D-LINK SYSTEMS, INC. 
00055E	Cisco Systems, Inc 
00055F	Cisco Systems, Inc 
000560	LEADER COMM.CO., LTD 
000561	nac Image Technology, Inc. 
000562	Digital View Limited 
000563	J-Works, Inc. 
000564	Tsinghua Bitway Co., Ltd. 
000565	Tailyn Communication Company Ltd. 
000566	Secui.com Corporation 
000567	Etymonic Design, Inc. 
000568	Piltofish Networks AB 
000569	VMware, Inc. 
00056A	Heuft Systemtechnik GmbH 
00056B	C.P. Technology Co., Ltd. 
00056C	Hung Chang Co., Ltd. 
00056D	Pacific Corporation 
00056E	National Enhance Technology, Inc. 
00056F	Innomedia Technologies Pvt. Ltd. 
000570	Baydel Ltd. 
000571	Seiwa Electronics Co. 
000572	Deonet Co., Ltd. 
000573	Cisco Systems, Inc 
000574	Cisco Systems, Inc 
000575	CDS-Electronics BV 
000576	NSM Technology Ltd. 
000577	SM Information  Communication 
000578	Private 
000579	Universal Control Solution Corp. 
00057A	Overture Networks 
00057B	Chung Nam Electronic Co., Ltd. 
00057C	RCO Security AB 
00057D	Sun Communications, Inc. 
00057E	Eckelmann Steuerungstechnik GmbH 
00057F	Acqis Technology 
000580	FibroLAN Ltd. 
000581	Snell 
000582	ClearCube Technology 
000583	ImageCom Limited 
000584	AbsoluteValue Systems, Inc. 
000585	Juniper Networks 
000586	Lucent Technologies 
000587	Locus, Incorporated 
000588	Sensoria Corp. 
000589	National Datacomputer 
00058A	Netcom Co., Ltd. 
00058B	IPmental, Inc. 
00058C	Opentech Inc. 
00058D	Lynx Photonic Networks, Inc. 
00058E	Flextronics International GmbH  Co. Nfg. KG 
00058F	CLCsoft co. 
000590	Swissvoice Ltd. 
000591	Active Silicon Ltd 
000592	Pultek Corp. 
000593	Grammar Engine Inc. 
000594	HMS Industrial Networks 
000595	Alesis Corporation 
000596	Genotech Co., Ltd. 
000597	Eagle Traffic Control Systems 
000598	CRONOS S.r.l. 
000599	DRS Test and Energy Management or DRS-TEM 
00059A	Cisco Systems, Inc 
00059B	Cisco Systems, Inc 
00059C	Kleinknecht GmbH, Ing. Büro 
00059D	Daniel Computing Systems, Inc. 
00059E	Zinwell Corporation 
00059F	Yotta Networks, Inc. 
0005A0	MOBILINE Kft. 
0005A1	Zenocom 
0005A2	CELOX Networks 
0005A3	QEI, Inc. 
0005A4	Lucid Voice Ltd. 
0005A5	KOTT 
0005A6	Extron Electronics 
0005A7	Hyperchip, Inc. 
0005A8	WYLE ELECTRONICS 
0005A9	Princeton Networks, Inc. 
0005AA	Moore Industries International Inc. 
0005AB	Cyber Fone, Inc. 
0005AC	Northern Digital, Inc. 
0005AD	Topspin Communications, Inc. 
0005AE	Mediaport USA 
0005AF	InnoScan Computing AS 
0005B0	Korea Computer Technology Co., Ltd. 
0005B1	ASB Technology BV 
0005B2	Medison Co., Ltd. 
0005B3	Asahi-Engineering Co., Ltd. 
0005B4	Aceex Corporation 
0005B5	Broadcom Technologies 
0005B6	INSYS Microelectronics GmbH 
0005B7	Arbor Technology Corp. 
0005B8	Electronic Design Associates, Inc. 
0005B9	Airvana, Inc. 
0005BA	Area Netwoeks, Inc. 
0005BB	Myspace AB 
0005BC	Resource Data Management Ltd 
0005BD	ROAX BV 
0005BE	Kongsberg Seatex AS 
0005BF	JustEzy Technology, Inc. 
0005C0	Digital Network Alacarte Co., Ltd. 
0005C1	A-Kyung Motion, Inc. 
0005C2	Soronti, Inc. 
0005C3	Pacific Instruments, Inc. 
0005C4	Telect, Inc. 
0005C5	Flaga HF 
0005C6	Triz Communications 
0005C7	IF-COM AS 
0005C8	VERYTECH 
0005C9	LG Innotek Co., Ltd. 
0005CA	Hitron Technology, Inc. 
0005CB	ROIS Technologies, Inc. 
0005CC	Sumtel Communications, Inc. 
0005CD	Denon, Ltd. 
0005CE	Prolink Microsystems Corporation 
0005CF	Thunder River Technologies, Inc. 
0005D0	Solinet Systems 
0005D1	Metavector Technologies 
0005D2	DAP Technologies 
0005D3	eProduction Solutions, Inc. 
0005D4	FutureSmart Networks, Inc. 
0005D5	Speedcom Wireless 
0005D6	L-3 Linkabit 
0005D7	Vista Imaging, Inc. 
0005D8	Arescom, Inc. 
0005D9	Techno Valley, Inc. 
0005DA	Apex Automationstechnik 
0005DB	PSI Nentec GmbH 
0005DC	Cisco Systems, Inc 
0005DD	Cisco Systems, Inc 
0005DE	Gi Fone Korea, Inc. 
0005DF	Electronic Innovation, Inc. 
0005E0	Empirix Corp. 
0005E1	Trellis Photonics, Ltd. 
0005E2	Creativ Network Technologies 
0005E3	LightSand Communications, Inc. 
0005E4	Red Lion Controls Inc. 
0005E5	Renishaw PLC 
0005E6	Egenera, Inc. 
0005E7	Netrake an AudioCodes Company 
0005E8	TurboWave, Inc. 
0005E9	Unicess Network, Inc. 
0005EA	Rednix 
0005EB	Blue Ridge Networks, Inc. 
0005EC	Mosaic Systems Inc. 
0005ED	Technikum Joanneum GmbH 
0005EE	Siemens AB, Infrastructure  Cities, Building Technologies Division, IC BT SSP SP BA PR 
0005EF	ADOIR Digital Technology 
0005F0	SATEC 
0005F1	Vrcom, Inc. 
0005F2	Power R, Inc. 
0005F3	Webyn 
0005F4	System Base Co., Ltd. 
0005F5	Geospace Technologies 
0005F6	Young Chang Co. Ltd. 
0005F7	Analog Devices, Inc. 
0005F8	Real Time Access, Inc. 
0005F9	TOA Corporation 
0005FA	IPOptical, Inc. 
0005FB	ShareGate, Inc. 
0005FC	Schenck Pegasus Corp. 
0005FD	PacketLight Networks Ltd. 
0005FE	Traficon N.V. 
0005FF	SNS Solutions, Inc. 
000600	Toshiba Teli Corporation 
000601	Otanikeiki Co., Ltd. 
000602	Cirkitech Electronics Co. 
000603	Baker Hughes Inc. 
000604	Track Communications, Inc. 
000605	Inncom International, Inc. 
000606	RapidWAN, Inc. 
000607	Omni Directional Control Technology Inc. 
000608	At-Sky SAS 
000609	Crossport Systems 
00060A	Blue2space 
00060B	Artesyn Embedded Technologies 
00060C	Melco Industries, Inc. 
00060D	Wave7 Optics 
00060E	IGYS Systems, Inc. 
00060F	Narad Networks Inc 
000610	Abeona Networks Inc 
000611	Zeus Wireless, Inc. 
000612	Accusys, Inc. 
000613	Kawasaki Microelectronics Incorporated 
000614	Prism Holdings 
000615	Kimoto Electric Co., Ltd. 
000616	Tel Net Co., Ltd. 
000617	Redswitch Inc. 
